"번호","지역","상호","주소","기간","상표","셀프여부","고급휘발유","휘발유","경유","실내등유"
"A0011873","경기 포천시","신북IC주유소","경기 포천시 신북면 호국로 2075","2021년 08월","SK에너지","셀프","0.00","1607.06","1399.00","916.13"
"A0004484","경기 포천시","양문주유소","경기 포천시 영중면 호국로 2931","2021년 08월","SK에너지","일반","0.00","1658.35","1448.68","900.00"
"A0004884","경기 포천시","영북농협주유소","경기 포천시 영북면 호국로 3759","2021년 08월","NH-OIL","일반","0.00","1649.00","1439.00","950.00"
"A0011905","경기 포천시","영중농협주유소","경기 포천시 영중면 호국로 2936","2021년 08월","NH-OIL","일반","0.00","1635.00","1430.00","900.00"
"A0005043","경기 포천시","예루살렘셀프주유소","경기 포천시 일동면 금강로 4193","2021년 08월","자가상표","셀프","0.00","1633.06","1399.00","0.00"
"A0004381","경기 포천시","와룡주유소","경기 포천시 내촌면 포천로 230","2021년 08월","S-OIL","일반","0.00","1666.68","1435.00","958.06"
"A0011843","경기 포천시","용화주유소","경기 포천시 군내면 포천로 1329","2021년 08월","SK에너지","일반","0.00","1644.23","1434.23","930.00"
"A0004681","경기 포천시","우리동네주유소","경기 포천시 영북면 호국로 4182","2021년 08월","현대오일뱅크","일반","0.00","1665.00","1455.00","900.00"
"A0004988","경기 포천시","운악산셀프주유소","경기 포천시 화현면 금강로 3961","2021년 08월","SK에너지","셀프","0.00","1640.07","1399.00","950.00"
"A0005036","경기 포천시","유니콘스주유소","경기 포천시 군내면 호국로 1537","2021년 08월","현대오일뱅크","일반","0.00","1688.03","1488.03","1000.00"
"A0004499","경기 포천시","이가팔주유소","경기 포천시 소흘읍 죽엽산로 120","2021년 08월","S-OIL","셀프","0.00","1657.71","1440.94","978.87"
"A0004406","경기 포천시","이동주유소","경기 포천시 이동면 화동로 2244","2021년 08월","GS칼텍스","일반","0.00","1748.00","1498.00","897.69"
"A0009969","경기 포천시","이플러스주유소","경기 포천시 중앙로 52","2021년 08월","S-OIL","셀프","0.00","1643.71","1433.71","950.00"
"A0004747","경기 포천시","일광(내촌점)주유소","경기 포천시 내촌면 금강로 2733","2021년 08월","SK에너지","일반","0.00","1642.55","1413.71","0.00"
"A0008498","경기 포천시","일광송우점","경기 포천시 소흘읍 호국로 620","2021년 08월","GS칼텍스","일반","0.00","1675.65","1440.16","1000.00"
"A0011902","경기 포천시","일동농협주유사업소","경기 포천시 일동면 화동로 1100","2021년 08월","SK에너지","일반","0.00","1649.00","1449.00","900.00"
"A0004876","경기 포천시","일동농협화현주유소","경기 포천시 화현면 화동로 493","2021년 08월","NH-OIL","셀프","0.00","1614.00","1414.00","900.00"
"A0011874","경기 포천시","일동셀프5주유소","경기 포천시 일동면 화동로 1322","2021년 08월","알뜰주유소","셀프","0.00","1620.94","1420.61","869.68"
"A0004606","경기 포천시","장군제2주유소","경기 포천시 영북면 호국로 3428","2021년 08월","SK에너지","셀프","0.00","1609.00","1399.00","900.00"
"A0004724","경기 포천시","장비주유소","경기 포천시 일동면 화동로 1541","2021년 08월","S-OIL","셀프","0.00","1629.00","1431.58","868.71"
"A0004595","경기 포천시","정교주유소","경기 포천시 가산면 정금로 119","2021년 08월","SK에너지","일반","0.00","1689.61","1479.61","1050.00"
"A0000265","경기 포천시","조랑말주유소","경기 포천시 이동면 화동로 2469","2021년 08월","SK에너지","일반","0.00","1763.00","1528.00","1000.00"
"A0004831","경기 포천시","주)세운주유소","경기 포천시 영북면 호국로 4319","2021년 08월","현대오일뱅크","일반","0.00","1669.00","1472.87","0.00"
"A0011860","경기 포천시","중앙셀프주유소 포천지점","경기 포천시 내촌면 금강로 2383","2021년 08월","GS칼텍스","셀프","0.00","1623.00","1397.00","0.00"
"A0011866","경기 포천시","진성주유소","경기 포천시 내촌면 포천로 298","2021년 08월","SK에너지","일반","0.00","1657.00","1428.32","0.00"
"A0011885","경기 포천시","착한에너지주유소/충전소","경기 포천시 가산면 부흥로 656","2021년 08월","현대오일뱅크","일반","0.00","1626.74","1415.77","1000.00"
"A0011897","경기 포천시","찬진주유소","경기 포천시 소흘읍 호국로 83","2021년 08월","S-OIL","셀프","0.00","1637.61","1429.16","0.00"
"A0004833","경기 포천시","천보산주유소","경기 포천시 소흘읍 송우로 124","2021년 08월","SK에너지","일반","0.00","1639.52","1430.48","946.77"
"A0004899","경기 포천시","천지주유소","경기 포천시 소흘읍 호국로 52","2021년 08월","SK에너지","셀프","1818.71","1638.71","1429.03","0.00"
"A0005006","경기 포천시","청호에너지주식회사","경기 포천시 가산면 가산로 93","2021년 08월","SK에너지","일반","0.00","1691.55","1482.55","0.00"
"A0004945","경기 포천시","클린주유소","경기 포천시 소흘읍 호국로 346","2021년 08월","SK에너지","셀프","0.00","1638.71","1424.03","0.00"
"A0009960","경기 포천시","태권브이주유소","경기 포천시 내촌면 포천로 329","2021년 08월","SK에너지","일반","0.00","1655.06","1427.00","950.00"
"A0004875","경기 포천시","포천농협 신북주유소","경기 포천시 신북면 포천로 2174","2021년 08월","S-OIL","일반","0.00","1654.84","1434.84","950.00"
"A0004883","경기 포천시","포천농협주유소","경기 포천시 군내면 호국로 1698","2021년 08월","S-OIL","일반","0.00","1654.84","1434.84","950.00"
"A0004338","경기 포천시","푸른솔주유소","경기 포천시 가산면 포천로 715","2021년 08월","현대오일뱅크","일반","0.00","1657.68","1447.68","950.00"
"A0011858","경기 포천시","프라임주유소","경기 포천시 신북면 호국로 2008","2021년 08월","GS칼텍스","일반","0.00","1658.00","1448.00","1000.00"
"A0005903","경기 포천시","한마음주유소","경기 포천시 신북면 호국로 2285","2021년 08월","GS칼텍스","일반","0.00","1620.29","1409.00","1000.00"
"A0011893","경기 포천시","한빛에너지주유소","경기 포천시 내촌면 포천로 485","2021년 08월","GS칼텍스","일반","0.00","1634.03","1419.55","0.00"
"A0011884","경기 포천시","해바라기주유소","경기 포천시 내촌면 금강로 2681-21","2021년 08월","GS칼텍스","일반","0.00","1659.00","1447.58","1000.00"
"A0010127","경기 포천시","행복한주유소","경기 포천시 신북면 호국로 2450","2021년 08월","SK에너지","셀프","0.00","1685.06","1476.68","1000.00"
"A0011880","경기 포천시","행운주유소","경기 포천시 가산면 포천로 569","2021년 08월","현대오일뱅크","일반","0.00","1658.33","1425.00","0.00"
"A0004903","경기 포천시","현대오일뱅크(주)직영 한내천주유소","경기 포천시 호국로 1376 (어룡동)","2021년 08월","현대오일뱅크","일반","1837.06","1688.35","1483.03","1050.00"
"A0004941","경기 포천시","현대오일뱅크㈜직영 포천대로셀프주유소","경기 포천시 소흘읍 호국로 303","2021년 08월","현대오일뱅크","셀프","1832.06","1673.68","1473.68","1000.00"
"A0004263","경기 포천시","화봉주유소","경기 포천시 가산면 가산로 245","2021년 08월","GS칼텍스","일반","0.00","1665.74","1448.10","980.00"
"A0011878","경기 포천시","화현셀프7주유소","경기도 포천시 금강로 3926","2021년 08월","자가상표","셀프","0.00","1634.16","1408.35","953.23"
"A0003640","경기 하남시","(유)풍산주유소","경기 하남시 하남대로 956 (풍산동)","2021년 08월","현대오일뱅크","셀프","1778.00","1635.84","1435.84","1000.00"
"A0000445","경기 하남시","(주)한경에너지 베스트원주유소","경기 하남시 하남대로 781","2021년 08월","GS칼텍스","셀프","0.00","1635.19","1435.19","1000.00"
"A0033367","경기 하남시","SC에너지(주)하남풀페이주유소","경기 하남시 감초로 176 (초이동)","2021년 08월","SK에너지","셀프","0.00","1635.84","1435.84","0.00"
"A0003563","경기 하남시","SK서하남IC주유소","경기 하남시 서하남로 28","2021년 08월","SK에너지","일반","0.00","1798.00","1598.00","0.00"
"A0003458","경기 하남시","개나리주유소","경기 하남시 대성로 145 (춘궁동)","2021년 08월","S-OIL","셀프","0.00","1692.00","1461.00","940.00"
"A0003804","경기 하남시","광암에너지주유소","경기 하남시 초광로 75","2021년 08월","현대오일뱅크","일반","0.00","1838.00","1638.00","1050.00"
"A0003741","경기 하남시","구산셀프주유소","경기 하남시 미사대로 316 (망월동)","2021년 08월","SK에너지","셀프","0.00","1648.00","1448.00","0.00"
"A0033225","경기 하남시","꽃밭주유소","경기 하남시 미사강변대로 203 (망월동)","2021년 08월","S-OIL","셀프","0.00","1668.00","1458.00","0.00"
"A0003898","경기 하남시","덕풍주유소","경기 하남시 하남대로 829 (덕풍동)","2021년 08월","S-OIL","셀프","0.00","1635.00","1435.00","0.00"
"A0023831","경기 하남시","동서울주유소","경기 하남시 서하남로 372","2021년 08월","SK에너지","셀프","0.00","1635.39","1435.39","950.00"
"A0003638","경기 하남시","동운주유소","경기 하남시 조정대로 116 (풍산동)","2021년 08월","현대오일뱅크","셀프","0.00","1668.00","1458.00","1000.00"
"A0003525","경기 하남시","백제주유소","경기 하남시 미사대로 246","2021년 08월","현대오일뱅크","일반","0.00","1698.00","1498.00","0.00"
"A0009094","경기 하남시","산곡주유소","경기 하남시 하남대로 273 (상산곡동)","2021년 08월","SK에너지","일반","0.00","1617.90","1417.90","0.00"
"A0004052","경기 하남시","서하남(판교방향)주유소","경기 하남시 수도권제1순환고속도로 19","2021년 08월","S-OIL","셀프","0.00","1612.81","1394.81","0.00"
"A0003480","경기 하남시","서하남고속주유소","경기 하남시 서하남로 77","2021년 08월","SK에너지","일반","1998.00","1798.00","1598.00","1098.00"
"A0003805","경기 하남시","서하남나들목주유소","경기 하남시 서하남로 29 (감북동)","2021년 08월","S-OIL","셀프","0.00","1651.81","1446.00","1200.00"
"A0003748","경기 하남시","서하남배다리주유소","경기 하남시 서하남로 (감북동)","2021년 08월","현대오일뱅크","일반","0.00","1896.39","1696.39","1148.00"
"A0003453","경기 하남시","셀프광장주유소","경기 하남시 창우로 56 (창우동)","2021년 08월","S-OIL","셀프","0.00","1645.00","1435.00","0.00"
"A0003461","경기 하남시","신한국주유소","경기 하남시 동남로 516 (감북동)","2021년 08월","GS칼텍스","셀프","1778.00","1647.68","1448.00","1000.00"
"A0004115","경기 하남시","씨앤에스유통(주)구도일주유소 풍산신도시","경기 하남시 덕풍동로 101","2021년 08월","S-OIL","셀프","1795.00","1645.00","1445.00","0.00"
"A0003468","경기 하남시","약수터주유소","경기 하남시 하남대로 63 (상산곡동)","2021년 08월","알뜰주유소","일반","0.00","1601.90","1401.90","0.00"
"A0003479","경기 하남시","오륜주유소","경기 하남시 동남로 376 (감일동)","2021년 08월","GS칼텍스","일반","0.00","1697.42","1497.42","1046.13"
"A0033536","경기 하남시","유니드주유소","경기 하남시 미사대로 556","2021년 08월","SK에너지","셀프","1778.00","1668.00","1458.00","0.00"
"A0003503","경기 하남시","중부주유소","경기 하남시 하남대로 557 (천현동)","2021년 08월","현대오일뱅크","일반","0.00","1659.00","1459.00","930.00"
"A0003712","경기 하남시","지에스칼텍스㈜ 황산주유소","경기 하남시 조정대로 89","2021년 08월","GS칼텍스","셀프","1780.26","1694.77","1488.81","1030.00"
"A0012406","경기 하남시","천현플러스주유소","경기 하남시 대성로 239 (천현동)","2021년 08월","SK에너지","셀프","0.00","1678.00","1468.00","1000.00"
"A0003621","경기 하남시","청정하남주유소","경기 하남시 하남대로 236 (상산곡동)","2021년 08월","GS칼텍스","일반","0.00","1668.00","1458.00","0.00"
"A0004200","경기 하남시","초이주유소","경기 하남시 천호대로 1427","2021년 08월","GS칼텍스","셀프","1790.00","1650.00","1450.00","1000.00"
"A0004056","경기 하남시","하남만남주유소/충전소","경기 하남시 중부고속도로 117-1","2021년 08월","알뜰(ex)","일반","1790.00","1629.00","1419.00","0.00"
"A0004152","경기 하남시","하남셀프주유소","경기 하남시 신장로 211 (덕풍동)","2021년 08월","GS칼텍스","셀프","0.00","1635.84","1435.84","0.00"
"A0004073","경기 하남시","현대오일뱅크 경기주유소","경기 하남시 대청로 73","2021년 08월","현대오일뱅크","일반","0.00","1728.68","1538.68","995.00"
"A0009118","경기 하남시","현대오일뱅크㈜ 직영 동부셀프주유소","경기 하남시 신장로 85 (신장동)","2021년 08월","현대오일뱅크","셀프","0.00","1657.68","1457.68","1004.33"
"A0008995","경기 화성시","(주)구구에너지 99주유소","경기도 화성시 팔탄면 포승향남로 2978","2021년 08월","SK에너지","일반","0.00","1633.71","1429.52","0.00"
"A0008978","경기 화성시","(주)구구에너지직영 88주유소","경기 화성시 향남읍 삼천병마로 276","2021년 08월","SK에너지","일반","0.00","1633.71","1424.35","983.87"
"A0009004","경기 화성시","(주)남양타운주유소","경기 화성시 남양읍 주석로 54","2021년 08월","현대오일뱅크","일반","0.00","1656.39","1436.39","950.00"
"A0004218","경기 화성시","(주)뉴타운에너지 주유소","경기 화성시 경기대로 1106 (진안동)","2021년 08월","SK에너지","셀프","0.00","1641.74","1426.29","0.00"
"A0002577","경기 화성시","(주)삼진에너지남양주유소충전소","경기 화성시 남양읍 화성로 1412","2021년 08월","현대오일뱅크","일반","0.00","1603.48","1398.23","900.00"
"A0009019","경기 화성시","(주)삼표 화성에너지","경기 화성시 비봉면 푸른들판로 1275","2021년 08월","현대오일뱅크","일반","0.00","1657.00","1537.00","0.00"
"A0002009","경기 화성시","(주)서진주유소 화성지점 공단주유소","경기 화성시 정남면 발안로 1059","2021년 08월","SK에너지","셀프","0.00","1633.71","1423.32","880.00"
"A0002627","경기 화성시","(주)소모에너지 우정셀프주유소","경기 화성시 우정읍 포승향남로 976","2021년 08월","GS칼텍스","셀프","0.00","1657.00","1437.00","1000.00"
"A0002704","경기 화성시","(주)송림에너지주유소","경기 화성시 우정읍 한말길 5","2021년 08월","SK에너지","셀프","0.00","1644.35","1444.35","947.62"
"A0002732","경기 화성시","(주)앨림하이오일주유소","경기 화성시 봉담읍 삼천병마로 1136","2021년 08월","S-OIL","셀프","0.00","1608.00","1398.97","1000.00"
"A0033207","경기 화성시","(주)에너지 우리주유소","경기 화성시 봉담읍 삼천병마로 1133","2021년 08월","GS칼텍스","셀프","0.00","1607.61","1397.58","0.00"
"A0009024","경기 화성시","(주)에스디에너텍 베스타주유소","경기 화성시 우정읍 포승향남로 1129","2021년 08월","현대오일뱅크","일반","0.00","1650.00","1459.00","0.00"
"A0009021","경기 화성시","(주)영광셀프주유소","경기 화성시 남양읍 화성로 1515 (북양동)","2021년 08월","GS칼텍스","셀프","0.00","1602.84","1394.13","900.00"
"A0002733","경기 화성시","(주)영광주유소","경기 화성시 효행로 1144 (병점동)","2021년 08월","현대오일뱅크","셀프","0.00","1684.77","1484.77","0.00"
"A0002467","경기 화성시","(주)융건주유소","경기 화성시 효행로481번길 14 (안녕동)","2021년 08월","S-OIL","일반","0.00","1599.00","1394.16","960.00"
"A0007422","경기 화성시","(주)일광에너비스 제1주유소","경기 화성시 효행로 420 (안녕동)","2021년 08월","GS칼텍스","일반","0.00","1605.32","1391.45","950.00"
"A0002064","경기 화성시","(주)장안셀프주유소","경기 화성시 장안면 포승향남로 2142","2021년 08월","GS칼텍스","셀프","0.00","1638.00","1429.00","1050.00"
"A0002543","경기 화성시","(주)충만에너지","경기 화성시 양감면 은행나무로 234","2021년 08월","SK에너지","일반","0.00","1698.00","1496.87","1090.00"
"A0002694","경기 화성시","(주)태오에너지 현명주유소","경기 화성시 비봉면 양노로 155","2021년 08월","알뜰주유소","셀프","0.00","1595.19","1384.52","885.00"
"A0009729","경기 화성시","(주)태화유업 병점주유소","경기 화성시 떡전골로 148","2021년 08월","현대오일뱅크","일반","0.00","1698.00","1468.00","1020.00"
"A0008946","경기 화성시","(주)해성에너지","경기 화성시 남양읍 화성로 1244","2021년 08월","GS칼텍스","셀프","0.00","1615.00","1395.00","0.00"
"A0008936","경기 화성시","21세기주유소","경기 화성시 향남읍 서봉로 713","2021년 08월","SK에너지","일반","1889.00","1698.68","1498.19","1000.00"
"A0002585","경기 화성시","39라인주유소","경기 화성시 향남읍 서해로 806","2021년 08월","GS칼텍스","일반","0.00","1639.00","1439.00","1098.00"
"A0002480","경기 화성시","815알뜰주유소","경기 화성시 정조로 139 (반정동)","2021년 08월","알뜰주유소","일반","0.00","1653.00","1450.74","1055.83"
"A0002143","경기 화성시","815주유소","경기 화성시 봉담읍 기배로30번길 36","2021년 08월","SK에너지","일반","1788.29","1597.48","1395.45","925.00"
"A0002539","경기 화성시","CJ대한통운㈜ 힘찬주유소","경기 화성시 남양읍 온석길 15-2","2021년 08월","S-OIL","일반","0.00","1650.00","1480.00","1000.00"
"A0032926","경기 화성시","GS 세마주유소","경기 화성시 만년로 889 (안녕동)","2021년 08월","GS칼텍스","셀프","0.00","1619.90","1402.16","971.94"
"A0009011","경기 화성시","KH에너지(주)직영 KH덕우주유소(셀프)","경기 화성시 팔탄면 포승향남로 2298","2021년 08월","SK에너지","셀프","0.00","1638.00","1429.00","1050.00"
"A0002148","경기 화성시","KH에너지(주)직영 화성주유소","경기 화성시 팔탄면 푸른들판로 918","2021년 08월","SK에너지","일반","0.00","1685.71","1485.71","1000.00"
"A0002206","경기 화성시","SK기양주유소","경기 화성시 우정읍 기아자동차로 571","2021년 08월","SK에너지","일반","0.00","1648.35","1450.29","879.03"
"A0008923","경기 화성시","SK대훈주유소","경기 화성시 남양읍 남양로 410","2021년 08월","SK에너지","셀프","0.00","1648.35","1448.35","890.00"
"A0002230","경기 화성시","SK서근주유소","경기 화성시 팔탄면 버들로 1231","2021년 08월","SK에너지","일반","0.00","1696.42","1486.42","0.00"
"A0002650","경기 화성시","SK에너지(주) 동탄맥주유소","경기 화성시 효행로 1260","2021년 08월","SK에너지","셀프","0.00","1708.00","1508.00","0.00"
"A0009006","경기 화성시","SK에너지(주) 서해로셀프주유소","경기 화성시 팔탄면 서해로 962","2021년 08월","SK에너지","셀프","0.00","1624.23","1423.13","990.00"
"A0002593","경기 화성시","SK에너지(주)동화주유소","경기 화성시 봉담읍 효행로 188","2021년 08월","SK에너지","일반","0.00","1653.00","1438.00","0.00"
"A0002617","경기 화성시","SK에너지(주)솔빛나루주유소","경기 화성시 10용사로 650 (반송동)","2021년 08월","SK에너지","일반","0.00","1720.00","1520.00","1029.00"
"A0001994","경기 화성시","SK향남주유소","경기 화성시 향남읍 서해로 430-9","2021년 08월","SK에너지","일반","0.00","1698.00","1498.00","950.00"
"A0006237","경기 화성시","㈜서정산업주유소","경기 화성시 정남면 서봉로 1036","2021년 08월","SK에너지","셀프","0.00","1613.71","1413.39","900.00"
"A0009023","경기 화성시","㈜씨티에너지 무궁화주유소","경기 화성시 매송면 매송고색로 376","2021년 08월","S-OIL","셀프","0.00","1616.42","1407.06","1100.00"
"A0002601","경기 화성시","㈜효창에너지직영3주유소","경기도 화성시 팔탄면 3.1만세로 784","2021년 08월","SK에너지","셀프","0.00","1628.00","1419.00","0.00"
"A0002721","경기 화성시","㈜흥운 상기리주유소","경기 화성시 봉담읍 주석로 996","2021년 08월","S-OIL","일반","0.00","1675.00","1475.00","1100.00"
"A0002216","경기 화성시","가장공단주유소","경기 화성시 정남면 가장로 405","2021년 08월","현대오일뱅크","일반","0.00","1614.00","1414.35","0.00"
"A0002093","경기 화성시","강남주유소","경기 화성시 비봉면 화성로 1554","2021년 08월","SK에너지","일반","0.00","1619.00","1418.52","0.00"
"A0002260","경기 화성시","거창에너지","경기 화성시 팔탄면 마당바위로 113","2021년 08월","현대오일뱅크","일반","0.00","1623.16","1411.61","981.94"
"A0009008","경기 화성시","거홍주유소 (주)","경기 화성시 양감면 은행나무로 389","2021년 08월","GS칼텍스","일반","0.00","1698.00","1498.00","1030.97"
"A0002156","경기 화성시","경기주유소","경기 화성시 정남면 서봉로 1061","2021년 08월","현대오일뱅크","일반","0.00","1639.00","1439.00","900.00"
"A0002226","경기 화성시","경제주유소","경기 화성시 팔탄면 서해로 1130","2021년 08월","SK에너지","셀프","0.00","1615.00","1415.00","990.00"
"A0002251","경기 화성시","고지리주유소","경기 화성시 정남면 가장로 300","2021년 08월","GS칼텍스","일반","0.00","1679.00","1479.00","0.00"
"A0002010","경기 화성시","광평주유소","경기 화성시 서신면 제부로 724","2021년 08월","GS칼텍스","일반","0.00","1670.00","1475.00","944.76"
"A0008935","경기 화성시","구도일주유소 상리","경기 화성시 봉담읍 삼천병마로 1129-18","2021년 08월","S-OIL","셀프","0.00","1609.94","1419.00","1030.00"
"A0009163","경기 화성시","구도일주유소 신흥","경기 화성시 팔탄면 서해로 1280","2021년 08월","S-OIL","셀프","0.00","1604.23","1409.06","1100.00"
"A0002242","경기 화성시","구장주유소","경기 화성시 팔탄면 푸른들판로 639","2021년 08월","SK에너지","일반","0.00","1694.77","1477.06","1016.67"
"A0002428","경기 화성시","궁평항주유소","경기 화성시 서신면 궁평항로 1146","2021년 08월","S-OIL","셀프","0.00","1687.32","1481.58","0.00"
"A0002294","경기 화성시","그린주유소","경기 화성시 팔탄면 버들로 1315","2021년 08월","GS칼텍스","일반","0.00","1698.03","1488.35","1000.00"
"A0002259","경기 화성시","그린화성주유소","경기 화성시 봉담읍 최루백로 260","2021년 08월","현대오일뱅크","일반","0.00","1698.00","1498.00","1080.00"
"A0002423","경기 화성시","금영주유소","경기 화성시 서신면 궁평항로 1161","2021년 08월","GS칼텍스","일반","0.00","1680.00","1470.00","0.00"
"A0032864","경기 화성시","금탑셀프주유소","경기 화성시 비봉면 서해로 1692","2021년 08월","SK에너지","셀프","0.00","1615.00","1409.00","0.00"
"A0002703","경기 화성시","기아현대주유소","경기 화성시 우정읍 기아자동차로 386","2021년 08월","현대오일뱅크","일반","0.00","1646.03","1446.03","0.00"
"A0033339","경기 화성시","기안셀프주유소","경기 화성시 서부로 1343","2021년 08월","SK에너지","셀프","0.00","1628.00","1418.00","1050.00"
"A0002151","경기 화성시","기영주유소","경기 화성시 향남읍 은행나무로 627","2021년 08월","SK에너지","일반","0.00","1676.71","1476.39","980.00"
"A0009855","경기 화성시","남양대로주유소","경기 화성시 남양읍 화성로 1235","2021년 08월","현대오일뱅크","일반","0.00","1635.84","1389.19","0.00"
"A0002330","경기 화성시","남양신도시주유소","경기 화성시 남양읍 화성로 957","2021년 08월","GS칼텍스","일반","0.00","1689.00","1489.52","1000.00"
"A0002171","경기 화성시","노하공단주유소","경기 화성시 팔탄면 현대기아로 8","2021년 08월","SK에너지","일반","0.00","1699.00","1513.52","0.00"
"A0002410","경기 화성시","뉴화성주유소","경기 화성시 송산면 화성로 288","2021년 08월","S-OIL","일반","0.00","1667.00","1457.00","1000.00"
"A0002553","경기 화성시","대경TLS(주)대경주유소","경기 화성시 우정읍 남양만로 454","2021년 08월","SK에너지","일반","0.00","1645.97","1456.94","0.00"
"A0002659","경기 화성시","대경석유㈜송산마도주유/충전소","경기 화성시 송산면 화성로 618","2021년 08월","GS칼텍스","셀프","1864.00","1614.00","1408.00","980.00"
"A0032920","경기 화성시","대명에너지2","경기 화성시 정남면 만년로 778-5","2021년 08월","현대오일뱅크","셀프","0.00","1623.52","1410.94","0.00"
"A0002562","경기 화성시","대보유통㈜ 화성(상)주유소/충전소","경기 화성시 팔탄면 서해안고속도로 302-1","2021년 08월","알뜰(ex)","셀프","0.00","1611.35","1397.77","0.00"
"A0002561","경기 화성시","대보유통㈜화성(하)목포방향","경기 화성시 팔탄면 서해안고속도로 301-1","2021년 08월","알뜰(ex)","셀프","0.00","1611.35","1397.77","0.00"
"A0008989","경기 화성시","대선에너지(주) 친절한주유소","경기 화성시 남양읍 주석로 304","2021년 08월","GS칼텍스","일반","0.00","1639.00","1439.00","950.00"
"A0011822","경기 화성시","대성유류판매(주)주유소","경기 화성시 우정읍 포승향남로 1208","2021년 08월","SK에너지","셀프","0.00","1615.00","1405.00","925.00"
"A0033241","경기 화성시","대양석유(주)동탄드림주유소","경기도 화성시 동탄순환대로 731(영천동)","2021년 08월","SK에너지","셀프","0.00","1749.00","1549.00","0.00"
"A0002403","경기 화성시","대양주유소/충전소","경기 화성시 남양읍 현대기아로 611","2021년 08월","현대오일뱅크","일반","0.00","1685.00","1490.00","950.00"
"A0005805","경기 화성시","대원주유소","경기 화성시 팔탄면 서해로 1322-3","2021년 08월","알뜰주유소","셀프","0.00","1603.65","1404.81","0.00"
"A0002377","경기 화성시","덕성주유소","경기 화성시 팔탄면 버들로 1509","2021년 08월","현대오일뱅크","일반","0.00","1684.77","1476.39","1000.00"
"A0031274","경기 화성시","덕우리주유소","경기 화성시 팔탄면 포승향남로 2295","2021년 08월","GS칼텍스","일반","0.00","1629.00","1420.94","1000.00"
"A0002174","경기 화성시","덕우주유소","경기 화성시 팔탄면 온천로 127","2021년 08월","GS칼텍스","일반","0.00","1639.00","1429.00","914.52"
"A0002488","경기 화성시","동그라미주유소","경기 화성시 팔탄면 서해로 1380","2021년 08월","GS칼텍스","셀프","0.00","1605.97","1405.97","0.00"
"A0002333","경기 화성시","동신주유소","경기 화성시 팔탄면 삼천병마로 563","2021년 08월","알뜰주유소","일반","0.00","1625.00","1415.00","1050.00"
"A0002204","경기 화성시","동양산업(주)마도주유소","경기도 화성시 마도면 화성로 873","2021년 08월","GS칼텍스","셀프","0.00","1593.65","1391.16","0.00"
"A0002296","경기 화성시","동오주유소","경기 화성시 향남읍 발안로 451","2021년 08월","현대오일뱅크","일반","0.00","1669.00","1469.00","1000.00"
"A0033232","경기 화성시","동탄2주유소","경기 화성시 동탄대로 750 (영천동)","2021년 08월","GS칼텍스","셀프","0.00","1698.00","1498.00","0.00"
"A0033442","경기 화성시","동탄그린주유소","경기 화성시 동탄산단5길 10-44","2021년 08월","GS칼텍스","셀프","0.00","1607.00","1397.00","0.00"
"A0007446","경기 화성시","동탄농협주유소","경기 화성시 삼성1로 196","2021년 08월","NH-OIL","셀프","0.00","1639.10","1415.10","980.00"
"A0002237","경기 화성시","동탄뉴타운주유소","경기 화성시 경기동로 234","2021년 08월","GS칼텍스","일반","1799.00","1661.90","1471.90","0.00"
"A0033251","경기 화성시","동탄명품주유소","경기도 화성시 동탄신리천로 249(오산동)","2021년 08월","S-OIL","셀프","1903.00","1721.00","1525.00","0.00"
"A0032966","경기 화성시","동탄반월주유소","경기 화성시 동탄원천로 447 (반월동)","2021년 08월","SK에너지","셀프","0.00","1674.65","1474.65","1200.00"
"A0033293","경기 화성시","동탄예일주유소","경기 화성시 경기동로 211 (장지동)","2021년 08월","현대오일뱅크","일반","0.00","1657.00","1467.00","0.00"
"A0007394","경기 화성시","동탄주유소","경기 화성시 10용사로 446","2021년 08월","GS칼텍스","셀프","1844.58","1706.32","1486.81","1045.00"
"A0002232","경기 화성시","동현주유소","경기 화성시 향남읍 3.1만세로 1015","2021년 08월","SK에너지","일반","0.00","1677.71","1477.71","0.00"
"A0005996","경기 화성시","마도IC주유소","경기 화성시 마도면 화성로 667","2021년 08월","SK에너지","셀프","0.00","1615.97","1420.81","930.00"
"A0000896","경기 화성시","마도농협쌍송점주유소","경기 화성시 마도면 마도공단로 149","2021년 08월","NH-OIL","셀프","0.00","1615.00","1405.00","900.00"
"A0002547","경기 화성시","마도농협주유소","경기 화성시 마도면 화성로 777","2021년 08월","NH-OIL","셀프","0.00","1615.00","1405.00","900.00"
"A0009753","경기 화성시","마도알뜰주유소","경기 화성시 마도면 두곡서길 58","2021년 08월","알뜰주유소","셀프","0.00","1592.61","1386.29","0.00"
"A0001880","경기 화성시","만남주유소","경기 화성시 장안면 포승향남로 1237","2021년 08월","SK에너지","일반","0.00","1671.86","1432.92","0.00"
"A0002266","경기 화성시","만세주유소","경기 화성시 비봉면 푸른들판로 1133","2021년 08월","SK에너지","일반","0.00","1689.00","1489.00","1017.50"
"A0033111","경기 화성시","매송주유소","경기 화성시 매송면 푸른들판로 1937","2021년 08월","S-OIL","셀프","0.00","1655.00","1455.00","1020.00"
"A0033277","경기 화성시","매송주유소(목포방향)","경기 화성시 매송면 서해안고속도로 315-1","2021년 08월","알뜰(ex)","셀프","1873.19","1647.71","1437.71","0.00"
