상호,주소,휘발유_편차
대양주유소,충북 영동군 매곡면 민주지산로 3685,49.36805110933805
장안주유소,제주특별자치도 제주시 연삼로 718,49.37046257205423
안양그린주유소,경기 안양시 만안구 안양로 355 (안양동),49.4261888976733
(주)낙산주유소,강원 양양군 강현면 동해대로 3081,49.430608900655585
대신주유소,울산 중구 구역전1길 2 (학산동),49.43291060787079
미경주유소, ,49.43720395320373
(주) 대창석유직영태인주유소,전남 광양시 백운1로 107 (태인동),49.454774132060926
신례주유소,제주 서귀포시 남원읍 중산간동로 7097,49.50413071435538
지에스칼텍스(주)송도국제도시주유소,인천 연수구 하모니로 128 (송도동),49.50845371517443
톨게이트주유소,충북 진천군 광혜원면 진광로 1254,49.518236725707794
동탄명품주유소,경기도 화성시 동탄신리천로 249(오산동),49.58476517761278
새론주유소,대구 북구 칠곡중앙대로 238(침산동),49.58577416100165
하갈주유소,경기 용인시 기흥구 덕영대로 1920 (하갈동),49.598136830270974
태광주유소,충청남도 천안시 서북구 성거읍 망향로 344,49.61072704812654
어은터널주유소,전라북도 전주시 덕진구 어은로 127 (진북동),49.617381836479254
향교주유소,울산광역시 중구 명륜로 125 190-1 (교동),49.6455353652019
삼성주유소,충남 아산시 음봉면 연암율금로 78,49.66203411128172
광치령주유소,강원 양구군 국토정중앙면 춘양로 3592,49.663228115452746
노루목주유소,경기 안산시 상록구 용담로 75 (팔곡이동),49.67900316711433
석정주유소, ,49.69770407692175
GS칼텍스(주)섬마을,경기 고양시 덕양구 호수로 237 (내곡동),49.69878015640063
문학주유소,경기도 화성시 정남면 서봉로 776,49.70564761545011
대덕클린주유소,충북 음성군 생극면 음성로 1661,49.708523791099026
CJ대한통운(주)직영 서울주유소,제주특별자치도 제주시 노형로 283 (노형동),49.72061647589651
화랑로주유소,서울특별시 성북구 화랑로 174 (상월곡동),49.73983264874229
신인주유소,충남 아산시 순천향로 530  (신인동),49.73992953955838
대아석유(주)화물고속주유소,부산광역시 기장군 장안읍 기장대로 1987,49.75698906784601
블루랜드주유소,경기 용인시 처인구 포곡읍 마성로 375,49.76034048986815
오양주유소,부산 사하구 하신중앙로 270 (하단동),49.76785330330622
(주)SK중앙주유소,경기 성남시 중원구 광명로 103 (성남동),49.81045948415946
아산주유소,부산 사상구 새벽로 1 (학장동),49.85194533053694
SK에너지(주) 해바라기,인천 동구 봉수대로 101 (송림동),49.85388358250399
대호주유소(SK),광주 북구 북문대로 133 (운암동),49.878049243414395
가운데주유소,강원도 원주시 평원로 111 (학성동),49.88241402726412
호광주유소,경기 용인시 처인구 포곡읍 포곡로 145,49.88735100792107
파주 LCD 주유소,경기도 파주시 탄현면 엘지로 448,49.89115016790545
개금,부산 부산진구 냉정로 204-6 (개금동),49.89930176728302
제철공단주유소,전라남도 광양시 백운로 1268 (마동),49.913036700180356
백록담주유소,제주 제주시 임항로 291 (건입동),49.93088113435645
한국복합물류㈜직영 군포터미널주유소,경기 군포시 번영로 82 (부곡동),49.93672770037106
유정,서울특별시 관악구 남부순환로 1691 (봉천동),49.950158093460864
남양타운주유소, ,49.966158138153716
지에스칼텍스㈜ 항도주유소,부산 부산진구 신암로 14 (범천동),49.97352951910477
섬진주유소,경상남도 하동군 하동읍 경서대로 182,49.99115016790543
무지개주유소,충남 아산시 염치읍 507-1,49.994736333524465
서광주유소,경상북도 김천시 송설로 155 (부곡동),50.002261279016565
금호주유소,부산 수영구 과정로 4  (망미동),50.02980987417817
동아주유소,제주 제주시 동광로 178 (건입동),50.03584530590602
동신주유소,대구 수성구 청수로 94 (두산동),50.039911252154766
희망주유소,인천광역시 중구  서해대로 254 (신흥동3가),50.04243088867235
대신석유(주)신안주유소,경기 용인시 기흥구 중부대로 234 (영덕동),50.06004266719199
송림주유소,인천광역시 동구 방축로 82 (TB84) (송림동),50.061323598480335
SK영강주유소,경북 문경시 산양면 중앙로 358,50.067454793671054
사문주유소,충북 충주시 수안보면 미륵송계로 265,50.07187671087253
정화주유소,인천 남동구 호구포로 731 (구월동),50.09224606717474
삼남주유소,제주특별자치도 제주시 남성로 60,50.107401240882055
금강산주유소,강원 양구군 국토정중앙면 정중앙로 352,50.11707759679101
역삼주유소,서울 강남구 역삼로 205,50.11887414640892
진잠주유소,대전 유성구 계백로 899 (원내동),50.11936599310655
영보주유소,충남 보령시 대천로 97 (대천동),50.12214352498843
태영주유소,경북 칠곡군 왜관읍 중앙로 146,50.12645472761017
GS칼텍스(주)대림공단주유소,대구 달서구 달서대로 403 (호림동),50.16093372285338
현대오일뱅크㈜직영 서동탄셀프주유소,경기 오산시 문시로 127 (외삼미동),50.17594414789324
청호에너지주식회사,경기 포천시 가산면 가산로 93,50.18798973272664
*SK용문산 주유소,경기도 양평군 용문면 용문로 450,50.21407399246482
(주)석영애플주유소,충북 충주시 충원대로 626 (칠금동),50.230895561915204
월드컵주유소,강원 강릉시 강릉대로 308 (포남동),50.241497271502645
남부석유(주),경기도 광명시 오리로 1044 (광명동),50.27311010576082
영동주유소,강원도 강릉시 주문진읍 주문로 22,50.273127482937
(주)이(e)에너지 시흥주유소,경기 시흥시 시흥대로 342,50.280455262584596
(주)삼성로주유소,경기도 수원시 영통구 삼성로 281 (원천동),50.28892381612209
계양산주유소,인천 계양구 경명대로 971 (계산동),50.295208299297464
(주)백마에너지,인천 부평구 길주로 390 (산곡동),50.32909767560389
육일주유소,경기 화성시 송산면 당성로 523,50.32943667281531
상록주유소,부산광역시 수영구 과정로 23 (망미동),50.33142928442135
덕산주유소,충남 예산군 덕산면 충의로 6,50.36071811168104
삽교주유소,강원 횡성군 둔내면 청태산로 459,50.36334005994804
고동산주유소,경기 가평군 청평면 북한강로 1659,50.39404362212453
그린화성주유소,경기 화성시 봉담읍 최루백로 260,50.3973292358303
SK중앙주유소,경남 창원시 마산합포구 3.15대로 294 (서성동),50.409344336411536
제일주유소,경기 양주시 독바위로 37 (덕정동),50.43286466481812
향호주유소,강원 강릉시 주문진읍 동해대로 4785,50.44273516911419
동산주유소,제주 제주시 연북로 130 (연동),50.44912836488272
오미주유소(유공), ,50.44942660240965
공단주유소,제주 제주시 연삼로 727 (화북이동),50.44989905512154
대천주유소,경상남도 함안군 가야읍 함마대로 1338-0,50.46855060291656
기지시주유소,충남 당진시 송악읍 반촌로 102,50.473564015089856
현대주유소,충남 당진시 대호만로 96,50.477015542372385
장신주유소,전북 익산시 오산면 항쟁로 286,50.49819485065886
청담주유소,서울특별시 강북구 도봉로 155  (미아동),50.51756906387504
세아주유소,대구광역시 달서구 구마로 42 (본동),50.559107933499014
늘푸른주유소,경상남도 창원시 마산회원구 3·15대로 817-1 (합성동,50.59786207728575
풍차주유소,강원 인제군 북면 원통로 331,50.60314946582326
서부주유소,경기 파주시 아동로 51 (아동동),50.614828260590144
미시령주유소,강원도 고성군 토성면 미시령로 2635,50.64163597629526
명동주유소,강원 홍천군 남면 남노일로 226,50.64778476491821
서귀주유소,제주특별자치도 서귀포시 중정로 122 (서귀동),50.64975800158299
지에스칼텍스(주)발안IC주유소,경기 화성시 향남읍 3.1만세로 911,50.650333776127184
대양석유(주)동탄드림주유소,경기도 화성시 동탄순환대로 731(영천동),50.653638603131576
바위주유소,충남 서산시 해미면 남문2로 84,50.65407647826161
현대오일뱅크㈜직영 화정2호셀프주유소,경기 고양시 덕양구 호국로 624 (화정동),50.6584669946923
북항,인천 동구 중봉대로 91 (송현동),50.66381835330473
우리들주유소,강원 철원군 갈말읍 호국로 5155,50.6668305627541
지에스칼텍스㈜ 동서울주유소,서울 강동구 천호대로 1456 (상일동),50.66936732369267
현리주유소,경기 가평군 하면 현창로 64,50.67584183345225
이지주유소,충청남도 태안군 남면 안면대로 1501-4,50.68345362658179
현대오일뱅크㈜직영 장호셀프주유소,서울 광진구 자양로37 (자양동),50.688433976002834
쌍용주유소,경기 화성시 향남읍 발안로 724,50.692565095957015
제철도촌주유소,전남 광양시 강변로 31 (광영동),50.74236508261845
광장주유소,경기 광명시 광명로 767 (광명동),50.787042885243764
서광주유소,충남 부여군 규암면 충절로 2075,50.793579461591584
한영주유소,경기 화성시 향남읍 삼천병마로 211,50.81798701549703
예산현대주유소, ,50.83867015193596
삼화석유(주)천마주유소,제주 제주시 임항로 94 (건입동),50.84558081996549
씨티주유소,제주 제주시 한라대학로 88,50.85168267399037
밸류주유소,경북 포항시 북구 중흥로 115 (죽도동),50.86388448221878
삼거리주유소,경북 안동시 일직면 경북대로 7358,50.92744899510531
삼화석유(주)삼화주유소,제주 제주시 서광로 210,50.937108630338614
팔성석유산업(주) 팔성제1주유소,부산 남구 유엔로 138 (대연동),50.94235419969086
신신주유소,인천 남구 주안로 1 (도화동),50.9432896542964
(주)용연 용연주유소,부산 남구 유엔로 202,50.986389883224085
(주)동향식품주유소/충전소,충남 공주시 탄천면 산디길 94,51.04674447353404
목천주유소,전남 구례군 산동면 지리산온천로 122,51.05946721278788
KH에너지(주)직영 평촌주유소,경기 안양시 동안구 평촌대로 99 (호계동),51.067948102359495
그린주유소,경북 포항시 남구 연일읍 철강로 81,51.08551392986178
세모아주유소주식회사,전남 화순군 능주면 학포로 2209,51.103069579032386
화정주유소,경기 고양시 덕양구 중앙로 671 (토당동),51.109294564798155
세화주유소,울산 남구 수암로 228 (야음동),51.10943007910124
동찬주유소, ,51.14759234711253
보문석유(주)직영주유소,경기 여주시  여양로 208,51.15519679450655
지에스칼텍스(주)신창주유소,부산 금정구 중앙대로 1698 (부곡동),51.1753544703362
한경주유소,제주 제주시 한경면 신한로 15,51.1788180761422
(주) 대창 E&T 신도시주유소,광주광역시 서구 상무연하로 75 (치평동),51.18819386923137
정안I.C주유소,충청남도 공주시 정안면 차령로 3600,51.193640546845465
남동주유소,제주 제주시 남광로 78 (이도이동),51.194621176175254
학동주유소,경남 거제시 동부면 거제중앙로 19,51.20298829907306
연기주유소,세종특별자치시 연기면 당산로 116,51.20797376789627
한양주유소,경기 안양시 동안구 경수대로 669 (호계동),51.21913349882414
정진주유소,경기 안산시 단원구 대남로 52 (대부북동),51.22347320486217
학정주유소,대구광역시 북구 호국로 729 (학정동),51.224483501238765
대양산업(주)대양거제주유소,경남 거제시 장목면 거가대로 1068,51.23088839632509
대성주유소, ,51.233362366896
유성,제주특별자치도 제주시 조천읍 일주동로 1152,51.23596082773782
보광주유소,강원 평창군 봉평면 태기로 367,51.26355189600347
삼화주유소,인천 중구 서해대로418번길 70 (신흥동3가),51.277733817943435
현대보령셀프주유소,충남 보령시 대해로 176 (내항동),51.281919576075644
동원석유(강남대로),서울특별시 서초구 강남대로 206 (양재동),51.28614864864858
대성산업(주)대성주유소,대구광역시 북구 칠성로1길 19 (칠성동2가),51.294136349160006
도림주유소,충남 천안시 서북구 입장면 성진로 1123,51.302872248177465
거북이주유소,제주 제주시 서광로 58 (오라삼동),51.3194132536665
모정주유소,경기 양주시 율정동 527-7 외1필지,51.36004074271051
광치령주유소,강원 양구군 남면 춘양로 3592,51.373399573573266
장목주유소,경남 거제시 장목면 거제북로 1179,51.37992234682523
강천주유소,전북 순창군 순창읍 장류로 73,51.38111900497119
청풍주유소,경기 가평군 청평면 경춘로 257,51.381459693166924
능평주유소,경기도 광주시 오포읍 능평로 101,51.40044710283353
목감(광명방향)주유소,경기 시흥시 목감1길 47 (목감동),51.40239861652875
서울주유소,서울특별시 도봉구 마들로 776 (도봉동),51.4343060128932
백운주유소,전라북도 진안군 백운면 임진로 1267,51.45743323857874
중도석유(주)공산성주유소,충남 공주시 미나리2길 3 (금성동),51.47204070801551
대흥주유소,경기 양평군 양평읍 대흥로 106-4,51.47443886604719
만당주유소,경기도 이천시 장호원읍 서동대로 8410,51.49197611488758
송파신영주유소,서울특별시 송파구 백제고분로 229 (삼전동),51.513921653255444
망산주유소,경남 거제시 남부면 거제남서로 1159,51.53064091700259
옥동주유소,울산 남구 문수로 308 (옥동),51.536246932406286
동호주유소,충청북도 충주시 동량면 동산로 46,51.54575061173241
영동주유소,전라남도 여수시 쌍봉로 63 (학동),51.557816834572094
(유)군산주유소,전북 군산시 중앙로 111 (중앙로2가),51.5877095906436
무송주유소,경기 화성시 현대기아로 394 (무송동),51.63610981063703
사우주유소,경기도 김포시 김포대로 798 [D979] (사우동),51.70243323589867
SK신갈주유소,경기 용인시 기흥구 신정로 51 (신갈동),51.70613060225867
지에스칼텍스㈜ 시화공단주유소,경기 시흥시 공단1대로 256,51.73332590386277
SK에너지(주) 행복날개주유소,인천 계양구 계양대로 93 (작전동),51.75545714497034
동화주유소,제주특별자치도 제주시 일주동로 232,51.7610177114803
온누리주유소,제주 제주시 중앙로 409 (아라이동),51.77232070669166
센텀시티주유소,부산광역시 해운대구 해운대로 285 (우동),51.77294590318242
지에스칼텍스(주)푸른점,경기 고양시 일산서구 경의로 850,51.776625359436686
월드컵주유소,경상북도 경산시 삼성현로 34 (옥산동),51.78003905679434
지에스칼텍스(주) 봄내주유소,강원 춘천시 김유정로 1863 (퇴계동),51.79824783580294
초읍주유소,부산광역시 부산진구 성지로 152 (초읍동),51.80209561300719
에덴주유소,경기 김포시 대곶면 대곶북로 31,51.8123813023107
(주)원진석유 톨게이트주유소,충북 음성군 대소면 대금로 227,51.81594816332818
한림정주유소,경상남도 김해시 한림면 한림로 226,51.8198112550651
한림주유소,경기 이천시 부발읍 황무로 2046,51.8249257463704
백록주유소,제주 제주시 연삼로 433 (이도이동),51.8432339530328
옥계주유소,경북 구미시 옥계동 460-7,51.84471454129885
주성주유소,경기 양주시 장흥면 권율로 111,51.85588370597534
허브제1주유소,인천 중구 백운로 264 (운북동),51.85798329302598
(주)오대산주유소,강원 평창군 진부면 경강로 4076,51.85875065270824
지에스칼텍스(주)직영발안IC점,경기 화성시 향남읍 3.1만세로 911,51.905814717177954
마음속의주유소,경북 포항시 남구 포스코대로 75 (이동),51.918621589470185
씨앤에스에너지(주)광장주유소,서울 영등포구 국회대로62길 9 (여의도동),51.93587916399806
제철에스원(주)제철에스원,전라남도 광양시 강변로 31 (광영동),51.9472165375534
SK항만주유소,경기 평택시 포승읍 서동대로 524,51.94737209552281
송선주유소,경북 경주시 건천읍 단석로 1631-12,51.969726895293775
광남주유소,전남 구례군 구례읍 봉성로 12,51.98664559889253
경기주유소,인천 강화군 선원면 중앙로 233,51.99390281010862
OK주유소,충남 아산시 염치읍 아산로 807,52.01213011348616
(주)대경주유소,서울 도봉구 도봉로 696  (방학동),52.015899963927914
중산주유소, ,52.01962950358833
동천주유소,울산 남구 돋질로 111 (신정동),52.03323340540755
대성주유소,강원 양구군 양구읍 중심로 31,52.04834457861699
연곡주유소,강원 강릉시 연곡면 진고개로 2720,52.05468375230084
갈매신내주유소,경기 구리시 경춘북로 75 (갈매동),52.06100123185569
광려천주유소,경남 창원시 마산회원구 내서읍 삼계리 240-6,52.069458593814566
지에스칼텍스(주)직영홍제동점,서울 서대문구 통일로 372 (홍제동),52.07082743625347
현대오일뱅크(주)디엠주유소,서울특별시 송파구 중대로 183 (가락동),52.07511455947794
역전주유소,전남 순천시 팔마로 148(덕암동),52.079448384648984
GS 넥스테이션(주) 배꽃나라주유소, 서울특별시 노원구 화랑로 466,52.11720043871783
판교주유소,경기 성남시 분당구 운중로 263,52.1200326040115
동곡리현대주유소,충남 당진시 송산면 동곡로 64,52.1488216775392
SK에너지(주)강일주유소,부산 수영구 연수로 411,52.17398907704557
정금주유소,강원 횡성군 우천면 정포로 158,52.17489955245356
(주)대영상사,강원도 춘천시 후석로 328 (후평동),52.18102670193246
언남주유소,경기도 용인시 기흥구 구성로 152 (언남동),52.19533242061457
오라주유소,제주 제주시 연삼로 194 (오라이동),52.21554345706942
삼화석유(주)승민주유소,제주 제주시 노연로 56 (노형동),52.22624263644045
SK행복주유소, ,52.24553333973053
명문주유소,제주 제주시 노연로 120 (연동),52.24721598592065
금호주유소,경기 수원시 권선구 오목천로 40  (오목천동),52.27793698508162
사강주유소,경기 화성시 송산면 송산포도로 42,52.27906218928557
(주)서오창아이씨주유소,충북 청주시 청원구 오창읍 오창대로 149,52.27971383823131
태백주유소,강원 평창군 진부면 진부중앙로 94,52.28553990585026
백년주유소,대전광역시 서구 갈마로 23 (갈마동),52.28928420753934
만불주유소,경북 영천시 북안면 내서로 139-6,52.332257707202
산업주유소,경기 부천시 오정구 삼정동 70-4[T148],52.34703883974086
(주)현대오일뱅크 직영공주대주유소,충청남도 공주시 무령로 435 (신관동),52.35588309216266
서울주유소,경기 양주시 고읍로 146,52.36065523946533
녹지주유소,경기 구리시 갈매길 90 (갈매동),52.37021679794347
동덕주유소,울산광역시 남구 두왕로 132(선암동),52.38598882178725
경준self주유소,서울 양천구 등촌로 142 (목동),52.39723754077768
태평주유소,대전 중구 동서대로 1240 (태평동),52.41038287289481
하이원주유소/충전소,강원 정선군 신동읍 강원남로 4123,52.43566684641696
다복주유소,부산 사하구 장평로 283 (신평동),52.437298162325504
동일석유(주)금호주유소,경기도 수원시 장안구 경수대로 852 (조원동),52.46090806528955
삼거리주유소,전북 무주군 무풍면 구천동로 412,52.474573324481675
GS교차로주유소,충북 청주시 흥덕구 서부로 1510 (개신동),52.48091965863018
SK에너지(주)두꺼비,부산 북구 금곡대로 362 (화명동),52.502291615326264
GS칼텍스(주)충대앞점,대전 유성구 대학로 85 (궁동),52.512991394238306
GS칼텍스(주)직영 화암점,대전 유성구 대덕대로 887 (화암동),52.51326118024548
한길주유소,부산 금정구 반송로 420 (금사동),52.55279656191668
뉴그린주유소,경기 안양시 만안구 박달로 569 (안양동),52.561346381211905
삼다주유소,제주 제주시 일주서로 7873 (연동),52.58259961108522
풍념,서울 도봉구 도봉로 434 (창동),52.5981077107141
곤지암스타주유소,경기 광주시 곤지암읍 경충대로 698,52.600631211147046
상록주유소,충남 당진시 송악읍 복운로 9,52.61835524964712
서운주유소,경기 안성시 서운면 서운로 501,52.63912001918302
39아산주유소,충남 아산시 염치읍 아산로 625,52.64186055230637
엘스카운티(주)천동주유소,서울 강동구 천호대로 987 (천호동),52.71153865369684
메밀꽃주유소,강원 평창군 봉평면 경강로 1233,52.71287054611622
한탄강주유소,경기 포천시 영북면 북원로 235,52.725656938327056
대성산업(주)노원대성주유소,대구광역시 북구 노원로 96 (노원동3가),52.748217981813085
남광석유직영 대방주유소,경남 창원시 성산구 대암로105번길 2 (대방동),52.750359840174795
대흥주유소,경기 양주시 광적면 현석로 768,52.76184035294182
GS양교주유소,전북 정읍시 신태인읍석지로 539(양교주유소),52.78721287459189
동성주유소,경남 창원시 의창구 사화로 306 (팔용동),52.79936577667057
우진주유소,경기 안성시 미양면 안성맞춤대로 621,52.822907541764266
만수주유소,인천광역시 남동구 백범로 190 (만수동),52.82448350123877
반촌T/G주유소,충청남도 당진시 송악읍 반촌로 200,52.82553896061768
속리산주유소,충북 보은군 내속리면 사내리 292-4,52.845624030574115
율정제일주유소,경기 양주시 화합로 1661 (율정동),52.84805865838543
(주)조령 연풍주유소,충청북도 괴산군 연풍면 중원대로 204,52.87127724459565
역전주유소,전라남도 순천시 팔마로 148(덕암동),52.87691931654251
흥양주유소,전남 고흥군 도화면 도화로 287,52.92270966866653
신일self주유소,전북 군산시 공단대로 67 (미장동),52.95480548246611
대성산업(주)안산공단주유소,경기 안산시 단원구 산단로 313,52.956057374870696
한가득주유소,경북 경산시 진량읍봉회길 78,52.961924361329956
능평타운주유소,강원 홍천군 북방면 영서로 2884,52.961985419824664
노곡주유소,경기 연천군 백학면 청정로 109,52.970738308668494
현대오일뱅크(주)직영 문성골주유소,서울 관악구 문성로 97 (신림동),52.97138173955554
수원고속주유소,경기 수원시 영통구 중부대로 384,52.97298969354993
(주)대창E&T직영공단주유소,광주광역시 광산구 사암로 800 (도천동),52.9932133398363
(주)코오일온천주유소,충남 예산군 덕산면 덕산온천로 313,52.99388305191681
월정주유소,강원 평창군 진부면 진고개로 3,53.00064241978139
교원주유소, ,53.00396727567675
자양주유소,서울 광진구 아차산로 298 (자양동),53.01126962541014
남양대영주유소,세종특별자치시 장군면 장기로 842,53.01301087427289
(주)SK네트웍스직영 동강주유소,강원도 영월군 남면 강원남로 641,53.018867827171256
아름다운주유소,인천 연수구 앵고개로 108 (동춘동),53.021090027213326
(주)미소주유소,충북 음성군 대소면 대금로 280,53.02857016513725
일곡주유소,경상북도 안동시 강남로 163 (정하동),53.03513589931854
성안,제주 제주시 연삼로 50,53.04579488509542
GS칼텍스정유(주)송악IC주유소,충남 당진시 송악읍 북부산업로 839,53.07692064477038
행복날개주유소,전북 군산시 장미2길27,53.08800531131758
동광주유소,제주 서귀포시 안덕면 동광로 164,53.11944677716958
한라주유소,부산 사상구 학장로 107 (학장동),53.15841818208711
역전주유소,전북 김제시 중앙로 285 (신풍동),53.16011323140741
현대오일뱅크 경기주유소,경기 하남시 대청로 73,53.16619374403366
태평양셀프주유소, ,53.18940401854665
대성산업(주)직영인천주유소,인천광역시 서구 가남로 181 [S017] (가좌동),53.20229961446613
용인IC주유소,경기 용인시 처인구 백옥대로 1405 (유방동),53.20280964203542
미래주유소,경기 광주시 오포읍 능평리 산 36-8,53.223024529411035
홍익주유소,충남 천안시 동남구 천안대로 784 (신부동),53.22595357272957
장모님주유소,충남 천안시 동남구 서부대로 69 (신방동),53.231790913463435
(주)무수천주유소,제주 제주시 노형로 45,53.24249723777406
동부주유소,전북 순창군 순창읍 담순로 1440,53.260695440962245
한흥주유소,전북 전주시 덕진구 건산로 166 (인후동1가),53.280205610273526
동일로,서울 노원구 동일로 1660 (상계동),53.297117123979994
화룡주유소,경남 양산시 어실로 307 (어곡동),53.31941325366646
보배주유소,부산 서구 대신공원로 1,53.322147119042704
간동주유소,강원 화천군 간동면 간척월명로 286,53.33273262785416
SK에너지(주)엔크린주유소,경기 용인시 수지구  용구대로 2748 (죽전동),53.368611864451104
서울석유(주)이에스주유소,경기도 평택시 동삭로 363 (동삭동),53.373309661254616
서일주유소,충남 공주시 정안면 활원길 48-10,53.450435329278896
자유로주유소,경기 고양시 일산동구 장항로 386 (장항동),53.450936049894196
기와주유소,울산 중구 화합로 316 (반구동),53.46719189335163
기풍주유소,강원 평창군 봉평면 기풍로 188,53.49887208163578
새희망당진주유소,충남 당진시 동부로 128,53.54716295943176
태창주유소,강원 홍천군 서면 팔봉산로 561,53.56120396004763
금풍주유소,경기 시흥시 서해안로 1702 (대야동),53.58363084767194
아산신도시주유소,충남 아산시 배방읍 새아산로 20-2,53.621819923120434
해안주유소,경남 창원시 마산합포구 해안대로 249 (중앙동3가),53.65860194655008
(유)로또에너지,전북 군산시 외항로 223 (산북동),53.685871741487574
청하주유소,충북 음성군 음성읍 음성로 791,53.68918005550905
한신주유소,경기 광주시 오포읍 신현로 90,53.69092228910414
열두개울제일주유소,경기 연천군 청산면 청신로 101,53.693357102401286
화성주유소,경기도 화성시 우정읍 포승향남로 1552,53.70488921923845
아카데미주유소,울산 동구 방어진순환도로 486 (방어동),53.71381614448716
극동유화(주) 충청충전소,충남 천안시 서북구 성거읍 봉주로 281,53.742440596652116
배후령주유소,강원 화천군 간동면 버덩말길 29,53.74731375568401
SK에너지(주) 성수주유소,서울 성동구 뚝섬로 352 (성수동1가),53.75440990361443
시그마6주유소,대구 달성군 논공읍 삼리 564-5,53.78003905679432
대천IC주유소,충남 보령시 대해로 423 (요암동),53.79316770983239
삼미상사(주)남부주유소,경기 군포시 고산로 259 (당동),53.79668864051287
구좌주유소,제주특별자치도 제주시 구좌읍 일주동로 3243,53.80747592461393
우성주유소,경기 용인시 처인구 중부대로 1266 (역북동),53.81402212883653
덕흥주유소,경기 양주시 화합로 1291 (덕정동),53.832649677977976
송곡주유소,경기 화성시 향남읍 발안로 690,53.86388638204008
VIP주유소,충북 청주시 상당구 산성로 129  (용담동),53.91333146288725
(주)지티이엔알직영 서해주유소,경기 안산시 단원구 시흥대로 10 (선부동),53.93719865272733
(주)성홍 안산터미널주유소,경기도 안산시 상록구 충장로 431(성포동),53.97546801484342
교대주유소,부산 동래구 여고로 131 (사직동),53.989679665562306
해미읍성주유소,충남 서산시 해미면 남문1로 7,53.98994226874674
빛나는주유소,제주특별자치도 제주시 노형로 26,53.99874955392836
동현주유소,경기 화성시 향남읍 3.1만세로 1015,54.00657589154488
그린주유소,경기 포천시 가산면 포천로 569,54.03387131625639
(주)노루목유업,경기 군포시 고산로 719 (산본동),54.05984810887614
한일주유소,경북 경주시 태종로 741 (노서동),54.065688904785084
현대오일(주)고잔동,인천 남동구 고잔동 151-6,54.08003905679432
현대오일뱅크㈜직영 포항제일주유소,경북 포항시 북구 중앙로 406 (대신동),54.10072681545474
(주)대창석유남산주유소, ,54.1277525088498
믿음주유소,충남 천안시 서북구 성거읍 망향로 344,54.13326860511031
현대오일뱅크㈜직영 삼천리주유소,강원 속초시 동해대로 4043 (조양동),54.14701219286088
금악주유소,제주특별자치도 제주시 한림읍 한창로 1249,54.14726529269887
기영주유소,경기 화성시 향남읍 은행나무로 627,54.164208963422176
대성주유소,경기 화성시 정남면 가장로 319,54.167014993200006
회천주유소,전남 보성군 회천면 남부관광로 2333,54.18608800313992
그린주유소,경기도 이천시 이섭대천로 1273 (창전동),54.19574620865774
금산주유소,충남 금산군 금산읍 금산로 1486,54.20155207761678
칠곡(상)주유소충전소,경상북도 칠곡군 왜관읍 아곡5길 188-51,54.20208508206291
삼화석유(주)유공주유소,제주 제주시 노형로 364 (노형동),54.213090219074566
마트주유소, ,54.214564315664745
GS칼텍스(주)직영구리제일점,경기 구리시 검배로 69 (수택동),54.21826213561757
양구주유소,강원 양구군 국토정중앙면 정중앙로 584-1,54.23492604409127
유성주유소,제주특별자치도 제주시 조천읍 일주동로 1152,54.25075572090782
펙트주유소,부산광역시 남구 신선로 316 (용당동),54.28626810770941
SK코끼리주유소,울산 남구 꽃대나리로 27 (달동),54.30494981467287
장유신도시주유소,경남 김해시 장유면 장유로 110,54.308670917692226
21세기주유소,광주광역시 남구 서문대로 697 (진월동),54.335594612349894
GS칼텍스(주)직영세교주유소,경기 평택시 동삭로 224 (세교동),54.354072838453405
행복주유소,서울 성동구 마장로 311,54.36491653755346
우신주유소,경상북도 경주시 알천남로 206 (성동동),54.37315272742996
신백운주유소,광주광역시 남구 대남대로 393 (월산동),54.373152727429975
SK에너지(주) 한일주유소,대구 북구 칠곡중앙대로 315 (태전동),54.37345409741292
체육관주유소,대구 북구 산격로 45 (산격동),54.41951854846759
동화주유소,전라북도 순창군 순창읍 장류로 372,54.42400018505709
(주)신선에너지용연주유소,부산 남구 유엔로 202 (대연동),54.42870402873031
안창주유소,강원 원주시 지정면 지정로 819,54.43530003199768
석현주유소,전라남도 목포시 영산로 660 (석현동),54.435699915123564
양구동국주유소,강원 양구군 양구읍 중심로 165,54.44163061316283
태백산주유소,강원도 영월군 중동면 영월로 3730,54.452828713054316
새희망주유소,제주특별자치도 제주시 구좌읍 김녕로 138,54.453366629556726
박물관주유소,서울 강서구 양천로53길 97 (가양동),54.45858246277225
현대오일뱅크㈜직영 샘터주유소,강원 강릉시 연곡면 동해대로 4357,54.48964945883136
(주)새홍천 주유소,강원 홍천군 홍천읍 설악로 1762,54.5032477332384
인제주유소,경남 김해시 삼안로195번길 44 (삼방동),54.522453884586824
(주)선경에너텍주유소,충청남도 천안시 동남구 망향로 53 (신부동),54.525546992825824
현대오일뱅크㈜직영 암사셀프주유소,서울 강동구 올림픽로 749 (암사동),54.537557811101266
공단주유소,경남 진주시 동진로 230 (상대동),54.56475343846974
씨앤에스(주)안산터미널주유소,경기 안산시 상록구 충장로 431 (성포동),54.564955693653445
우리주유소,울산 울주군 언양읍 남천로 224,54.56519514988397
용앙주유소,전남 영암군 삼호읍 삼호중앙로 241,54.5664182612976
해동주유소,경기 이천시 이섭대천로 1366 (증포동),54.567477088447
